"ORDER","UNIT","NAME","ID","SEX","EVENT","DATE","STATUS","MOM","INF.NAME"
"1","B1","Biggie","BIG","M","DOB",2014-07-19,"Natal","Bronte",""
"2","B1","Biggie","BIG","M","START",2014-07-19,"Natal","Bronte",""
"3","B1","Biggie","BIG","M","DOD",2015-03-02,"Natal","Bronte",""
"4","B1","Biggie","BIG","M","END",2015-03-02,"Natal","Bronte",""
"1","H","Bila","BIL","M","DOB",2005-07-01,"Natal","Helen",""
"2","H","Bila","BIL","M","START",2006-01-01,"Natal","Helen",""
"3","H","Bila","BIL","M","Independent",2006-06-03,"Natal","Helen",""
"4","H","Bila","BIL","M","END",NA,"","Helen",""
"1","B","Bimbi","BIM","F","DOB",2007-05-07,"Natal","Bryonny",""
"2","B","Bimbi","BIM","F","Independent",2008-05-09,"Natal","Bryonny",""
"3","B","Bimbi","BIM","F","Takeover",2009-07-24,"","Bryonny",""
"4","B1","Bimbi","BIM","F","Fission",2009-11-01,"","Bryonny",""
"5","B1","Bimbi","BIM","F","START",2011-12-30,"","Bryonny",""
"6","B1","Bimbi","BIM","F","Female maturation",2012-05-04,"C","Bryonny",""
"7","B1","Bimbi","BIM","F","Takeover",2013-04-05,"C","Bryonny",""
"8","B1","Bimbi","BIM","F","Conception",2013-07-08,"P","Bryonny","Beka"
"9","B1","Bimbi","BIM","F","Mom died",2013-12-20,"P","Bryonny","Beka"
"10","B1","Bimbi","BIM","F","First Birth",2014-01-08,"L","Bryonny","Beka"
"11","B1","Bimbi","BIM","F","Wean (swell)",2015-11-09,"C","Bryonny","Beka"
"12","B1","Bimbi","BIM","F","END",2015-12-26,"","Bryonny",""
"1","B","Birtha","BIR","F","DOB",1991-06-12,"Natal","",""
"5","B","Birtha","BIR","F","START",2006-02-01,"L","","unknown"
"6","B","Birtha","BIR","F","Takeover",2006-04-17,"L","","unknown"
"7","B","Birtha","BIR","F","Wean (swell)",2006-05-06,"C","","unknown"
"8","B","Birtha","BIR","F","Conception",2006-05-13,"P","","Bronte"
"9","B","Birtha","BIR","F","Birth",2006-11-12,"L","","Bronte"
"10","B","Birtha","BIR","F","Wean (swell)",2008-05-09,"C","","Bronte"
"11","B","Birtha","BIR","F","Conception",2008-07-01,"P","","Becky"
"12","B","Birtha","BIR","F","Birth",2008-12-31,"L","","Becky"
"13","B","Birtha","BIR","F","Inf Death",2009-01-15,"C","","Becky"
"14","B","Birtha","BIR","F","Takeover",2009-07-24,"C","",""
"N","B","Birtha","BIR","F","Cyst",2009-10-01,"","",""
"15","B1","Birtha","BIR","F","Fission",2009-11-01,"C","",""
"16","B1","Birtha","BIR","F","Conception",2009-11-10,"P","","Buggaboo"
"17","B1","Birtha","BIR","F","Birth",2010-05-12,"L","","Buggaboo"
"18","B1","Birtha","BIR","F","Wean (swell)",2011-08-16,"C","","Buggaboo"
"19","B1","Birtha","BIR","F","Conception",2011-08-17,"P","","Balthazar"
"20","B1","Birtha","BIR","F","Inf Death",2011-12-10,"C","","Buggaboo"
"21","B1","Birtha","BIR","F","Birth",2012-02-16,"L","","Balthazar"
"22","B1","Birtha","BIR","F","Takeover",2013-04-05,"L","",""
"23","B1","Birtha","BIR","F","Wean (swell)",2013-04-24,"C","","Balthazar"
"24","B1","Birtha","BIR","F","DOD",2013-06-06,"","",""
"25","B1","Birtha","BIR","F","END",2013-06-06,"","",""
"3","B","Birtha","BIR","F","Female maturation",NA,"C","",""
"4","B","Birtha","BIR","F","First Birth",NA,"L","",""
"2","B","Birtha","BIR","F","Independent",NA,"Natal","",""
"1","B","Bitsy","BIT","F","DOB",2004-12-15,"Natal","Beatrice",""
"2","B","Bitsy","BIT","F","START",2004-12-15,"","Beatrice",""
"3","B1","Bitsy","BIT","F","DOD",2009-11-01,"","Beatrice",""
"4","B1","Bitsy","BIT","F","END",2009-11-01,"","Beatrice",""
"5","B1","Bitsy","BIT","F","Fission",2009-11-01,"","Beatrice",""
"6","B1","Bitsy","BIT","F","Independent",NA,"Natal","Beatrice",""
"1","B1","Bjorn","BJO","M","DOB",2012-10-12,"Natal","Bryonny",""
"2","B1","Bjorn","BJO","M","START",2012-10-12,"Natal","Bryonny",""
"3","B1","Bjorn","BJO","M","Takeover",2013-04-05,"Natal","Bryonny",""
"4","B1","Bjorn","BJO","M","Independent",2013-10-03,"Natal","Bryonny",""
"5","B1","Bjorn","BJO","M","DOD",2014-03-09,"Natal","Bryonny",""
"6","B1","Bjorn","BJO","M","END",2014-03-09,"Natal","Bryonny",""
"1","B","Blarney","BLA","F","DOB",2009-02-16,"Natal","Bee",""
"2","B","Blarney","BLA","F","Takeover",2009-07-24,"Natal","Bee",""
"3","B1","Blarney","BLA","F","Independent",2009-09-18,"Natal","Bee",""
"4","B1","Blarney","BLA","F","Fission",2009-11-01,"Natal","Bee",""
"5","B1","Blarney","BLA","F","START",2012-01-02,"Natal","Bee",""
"6","B1","Blarney","BLA","F","Takeover",2013-04-05,"Natal","Bee",""
"7","B1","Blarney","BLA","F","Female maturation",2013-06-10,"C","Bee",""
"8","B1","Blarney","BLA","F","Emigration - Adult female",2013-09-16,"C","Bee",""
"10","Q","Blarney","BLA","F","Fusion",2013-09-16,"","",""
"9","Q","Blarney","BLA","F","Immigration - Adult female",2013-09-16,"C","Bee",""
"11","Q","Blarney","BLA","F","Conception",2014-04-04,"P","Bee","Qweef"
"12","Q","Blarney","BLA","F","First Birth",2014-10-01,"L","Bee","Qweef"
"13","Q","Blarney","BLA","F","DOD",2015-04-29,"","Bee",""
"14","Q","Blarney","BLA","F","END",2015-04-29,"","Bee",""
"1","B2","Blinkie","BLI","M","DOB",2010-09-01,"Natal","Bombolino",""
"2","B2","Blinkie","BLI","M","START",2010-09-01,"Natal","Bombolino",""
"3","B2","Blinkie","BLI","M","END",NA,"","Bombolino",""
"4","B2","Blinkie","BLI","M","Independent",NA,"Natal","Bombolino",""
"1","G","Blomkvist","BLO","M","DOB",2010-11-27,"Natal","Gypsy",""
"2","G","Blomkvist","BLO","M","START",2010-11-27,"Natal","Gypsy",""
"3","G","Blomkvist","BLO","M","Independent",2012-11-21,"Natal","Gypsy",""
"4","G","Blomkvist","BLO","M","Mom died",2015-10-22,"Natal","Gypsy",""
"5","G","Blomkvist","BLO","M","END",2015-12-26,"","Gypsy",""
"1","R","Boggle","BOG","M","DOB",2009-01-26,"Natal","Rita",""
"2","R","Boggle","BOG","M","START",2009-01-26,"Natal","Rita",""
"3","R","Boggle","BOG","M","Independent",2010-05-14,"Natal","Rita",""
"4","R","Boggle","BOG","M","END",NA,"","Rita",""
"1","B","Bokkie","BOK","F","DOB",2007-06-16,"Natal","Boo",""
"2","B","Bokkie","BOK","F","START",2007-06-16,"","Boo",""
"4","B","Bokkie","BOK","F","DOD",2008-07-16,"","Boo",""
"5","B","Bokkie","BOK","F","END",2008-07-16,"","Boo",""
"3","B","Bokkie","BOK","F","Mom died",2008-07-16,"","",""
"1","B","Bolivia","BOL","M","DOB",2005-01-01,"Natal","Barbara",""
"2","B","Bolivia","BOL","M","START",2006-01-01,"Natal","Barbara",""
"3","B","Bolivia","BOL","M","Independent",2006-04-18,"Natal","Barbara",""
"4","B","Bolivia","BOL","M","END",NA,"","Barbara",""
"1","B","Bombolino","BOM","F","DOB",2002-10-03,"Natal","Betty",""
"3","B","Bombolino","BOM","F","Takeover",2006-04-17,"","Betty",""
"4","B","Bombolino","BOM","F","START",2007-05-03,"","Betty",""
"5","B","Bombolino","BOM","F","Female maturation",2007-05-17,"C","Betty",""
"6","B","Bombolino","BOM","F","Conception",2008-02-13,"P","Betty","Bella"
"7","B","Bombolino","BOM","F","First Birth",2008-08-14,"L","Betty","Bella"
"8","B","Bombolino","BOM","F","Wean (swell)",2009-07-10,"C","Betty","Bella"
"9","B","Bombolino","BOM","F","Takeover",2009-07-24,"C","Betty",""
"10","B2","Bombolino","BOM","F","Fission",2009-11-01,"C","Betty",""
"11","B2","Bombolino","BOM","F","Conception",2010-03-02,"P","Betty","Blinkie"
"12","B2","Bombolino","BOM","F","Mom died",2010-08-17,"","",""
"13","B2","Bombolino","BOM","F","Birth",2010-09-01,"L","Betty","Blinkie"
"14","B2","Bombolino","BOM","F","END",2011-06-17,"","Betty",""
"2","B","Bombolino","BOM","F","Independent",NA,"Natal","Betty",""
"1","B1","Bongo","BON","M","DOB",2010-05-11,"Natal","Bryonny",""
"2","B1","Bongo","BON","M","START",2010-05-11,"Natal","Bryonny",""
"3","B1","Bongo","BON","M","Independent",2012-03-17,"Natal","Bryonny",""
"4","B1","Bongo","BON","M","END",NA,"","Bryonny",""
"1","B","Boo","BOO","F","DOB",2001-10-05,"Natal","",""
"3","B","Boo","BOO","F","Takeover",2006-04-17,"","",""
"4","B","Boo","BOO","F","Female maturation",2006-05-19,"C","",""
"5","B","Boo","BOO","F","START",2006-05-19,"C","",""
"6","B","Boo","BOO","F","Conception",2006-12-15,"P","","Bokkie"
"7","B","Boo","BOO","F","First Birth",2007-06-16,"L","","Bokkie"
"N","B","Boo","BOO","F","Cyst",2008-04-01,"","",""
"9","B","Boo","BOO","F","DOD",2008-07-16,"","",""
"10","B","Boo","BOO","F","END",2008-07-16,"","",""
"8","B","Boo","BOO","F","Inf Death",2008-07-16,"C","","Bokkie"
"2","B","Boo","BOO","F","Independent",NA,"Natal","",""
"1","B1","Borneo","BOR","F","DOB",2012-01-28,"Natal","Beverly",""
"2","B1","Borneo","BOR","F","START",2013-02-01,"Natal","Beverly",""
"3","B1","Borneo","BOR","F","Takeover",2013-04-05,"Natal","Beverly",""
"4","B1","Borneo","BOR","F","Independent",2013-06-05,"Natal","Beverly",""
"5","B1","Borneo","BOR","F","END",2015-12-26,"","Beverly",""
"1","B1","Bossy","BOS","F","DOB",2010-09-25,"Natal","Brindle",""
"2","B1","Bossy","BOS","F","START",2011-12-30,"Natal","Brindle",""
"3","B1","Bossy","BOS","F","Independent",2012-06-18,"Natal","Brindle",""
"4","B1","Bossy","BOS","F","Takeover",2013-04-05,"Natal","Brindle",""
"5","B1","Bossy","BOS","F","Female maturation",2014-12-17,"C","Brindle",""
"6","B1","Bossy","BOS","F","END",2015-12-26,"","Brindle",""
"1","B","Botox","BOT","F","DOB",2004-12-15,"Natal","Brenda",""
"3","B","Botox","BOT","F","Female maturation",2009-03-07,"C","Brenda",""
"4","B","Botox","BOT","F","START",2009-03-07,"C","Brenda",""
"5","B","Botox","BOT","F","Takeover",2009-07-24,"C","Brenda",""
"6","B2","Botox","BOT","F","Fission",2009-11-01,"C","Brenda",""
"7","B2","Botox","BOT","F","Conception",2010-03-22,"P","Brenda","Brazil"
"8","B2","Botox","BOT","F","First Birth",2010-09-21,"L","Brenda","Brazil"
"9","B2","Botox","BOT","F","END",2011-06-17,"","Brenda",""
"2","B","Botox","BOT","F","Independent",NA,"Natal","Brenda",""
"1","B1","Boulder","BOU","M","DOB",2014-10-02,"Natal","Beverly",""
"2","B1","Boulder","BOU","M","START",2014-10-02,"Natal","Beverly",""
"3","B1","Boulder","BOU","M","END",2015-12-26,"Natal","Beverly",""
"1","B1","Box","BOX","M","DOB",2015-10-17,"Natal","Bronte",""
"2","B1","Box","BOX","M","START",2015-10-17,"Natal","Bronte",""
"3","B1","Box","BOX","M","END",2015-12-26,"","",""
"1","G","Boytjie","BOY","M","DOB",2007-11-24,"Natal","Glenda",""
"2","G","Boytjie","BOY","M","START",2007-11-24,"Natal","Glenda",""
"3","G","Boytjie","BOY","M","Independent",2009-10-28,"Natal","Glenda",""
"4","G","Boytjie","BOY","M","Subadult 2",2014-10-01,"","",""
"5","G","Boytjie","BOY","M","Emigration - JUV/SA male",2014-10-25,"Natal","Glenda",""
"6","G","Boytjie","BOY","M","Immigration - JUV/SA male",2015-03-18,"Natal","Glenda",""
"7","G","Boytjie","BOY","M","Major injury",2015-03-18,"Natal","Glenda",""
"8","G","Boytjie","BOY","M","END",2015-12-26,"","Glenda",""
"1","B2","Brazil","BRA","F","DOB",2010-09-21,"Natal","Botox",""
"2","B2","Brazil","BRA","F","END",2011-06-17,"","Botox",""
"3","B2","Brazil","BRA","F","Female maturation",NA,"C","Botox",""
"4","B2","Brazil","BRA","F","Independent",NA,"Natal","Botox",""
"7","B2","Brazil","BRA","F","START",NA,"","Botox",""
"1","B","Brenda","BRE","F","DOB",1995-06-21,"Natal","",""
"5","B","Brenda","BRE","F","Birth",2004-12-15,"L","","Botox"
"6","B","Brenda","BRE","F","Takeover",2006-04-17,"","",""
"7","B","Brenda","BRE","F","START",2006-05-17,"C","",""
"8","B","Brenda","BRE","F","Takeover",2009-07-24,"C","",""
"9","B2","Brenda","BRE","F","Fission",2009-11-01,"C","",""
"10","B2","Brenda","BRE","F","END",2011-06-17,"","",""
"3","B","Brenda","BRE","F","Female maturation",NA,"C","",""
"4","B","Brenda","BRE","F","First Birth",NA,"L","",""
"2","B","Brenda","BRE","F","Independent",NA,"Natal","",""
"1","B","Brindle","BRI","F","DOB",2005-12-01,"Natal","Bryonny",""
"2","B","Brindle","BRI","F","Takeover",2006-04-17,"","Bryonny",""
"3","B","Brindle","BRI","F","Independent",2006-09-09,"Natal","Bryonny",""
"4","B","Brindle","BRI","F","Takeover",2009-07-24,"","Bryonny",""
"5","B1","Brindle","BRI","F","START",2009-07-30,"","Bryonny",""
"6","B1","Brindle","BRI","F","Fission",2009-11-01,"","Bryonny",""
"7","B1","Brindle","BRI","F","Female maturation",2009-11-27,"C","Bryonny",""
"8","B1","Brindle","BRI","F","Conception",2010-03-26,"P","Bryonny","Bossy"
"9","B1","Brindle","BRI","F","First Birth",2010-09-25,"L","Bryonny","Bossy"
"10","B1","Brindle","BRI","F","Wean (swell)",2012-06-18,"C","Bryonny","Bossy"
"11","B1","Brindle","BRI","F","Takeover",2013-04-05,"C","Bryonny",""
"12","B1","Brindle","BRI","F","Conception",2013-11-24,"P","Bryonny","Basil"
"13","B1","Brindle","BRI","F","Mom died",2013-12-20,"","Bryonny",""
"14","B1","Brindle","BRI","F","Birth",2014-05-25,"L","Bryonny","Basil"
"15","B1","Brindle","BRI","F","END",2015-12-26,"","Bryonny",""
"1","B","Bronte","BRO","F","DOB",2006-11-12,"Natal","Birtha",""
"2","B","Bronte","BRO","F","Independent",2008-05-09,"Natal","Birtha",""
"3","B","Bronte","BRO","F","Takeover",2009-07-24,"","Birtha",""
"4","B1","Bronte","BRO","F","Fission",2009-11-01,"","Birtha",""
"5","B1","Bronte","BRO","F","Female maturation",2011-06-04,"C","Birtha",""
"6","B1","Bronte","BRO","F","Conception",2011-06-20,"P","Birtha","Dante"
"7","B1","Bronte","BRO","F","START",2011-07-08,"P","Birtha",""
"8","B1","Bronte","BRO","F","First Birth",2011-12-16,"L","Birtha","Dante"
"9","B1","Bronte","BRO","F","Wean (swell)",2013-03-13,"C","Birtha","Dante"
"10","B1","Bronte","BRO","F","Takeover",2013-04-05,"C","Birtha",""
"11","B1","Bronte","BRO","F","Mom died",2013-06-06,"Natal","Birtha",""
"12","B1","Bronte","BRO","F","Conception",2014-01-17,"P","Birtha","Biggie"
"13","B1","Bronte","BRO","F","Birth",2014-07-19,"L","Birtha","Biggie"
"14","B1","Bronte","BRO","F","Inf Death",2015-03-02,"C","Birtha","Biggie"
"15","B1","Bronte","BRO","F","Conception",2015-04-20,"P","Birtha","Box"
"16","B1","Bronte","BRO","F","Birth",2015-10-17,"L","Birtha","Box"
"17","B1","Bronte","BRO","F","END",2015-12-26,"","Birtha",""
"1","B","Bryonny","BRY","F","DOB",1988-12-26,"Natal","",""
"6","B","Bryonny","BRY","F","Birth",2005-12-01,"L","","Brindle"
"7","B","Bryonny","BRY","F","START",2006-02-01,"L","","Brindle"
"8","B","Bryonny","BRY","F","Takeover",2006-04-17,"L","","Brindle"
"9","B","Bryonny","BRY","F","Wean (swell)",2006-09-09,"C","","Brindle"
"10","B","Bryonny","BRY","F","Conception",2006-11-05,"P","","Bimbi"
"11","B","Bryonny","BRY","F","Birth",2007-05-07,"L","","Bimbi"
"12","B","Bryonny","BRY","F","Wean (swell)",2008-05-09,"C","","Bimbi"
"13","B","Bryonny","BRY","F","Takeover",2009-07-24,"C","",""
"14","B1","Bryonny","BRY","F","Fission",2009-11-01,"C","",""
"15","B1","Bryonny","BRY","F","Conception",2009-11-09,"P","","Bongo"
"16","B1","Bryonny","BRY","F","Birth",2010-05-11,"L","","Bongo"
"17","B1","Bryonny","BRY","F","Wean (swell)",2012-03-17,"C","","Bongo"
"18","B1","Bryonny","BRY","F","Conception",2012-04-11,"P","","Bjorn"
"19","B1","Bryonny","BRY","F","Birth",2012-10-12,"L","","Bjorn"
"20","B1","Bryonny","BRY","F","Takeover",2013-04-05,"L","","Bjorn"
"21","B1","Bryonny","BRY","F","Wean (swell)",2013-10-03,"C","","Bjorn"
"22","B1","Bryonny","BRY","F","DOD",2013-12-20,"","",""
"23","B1","Bryonny","BRY","F","END",2013-12-20,"","",""
"1","A","Bryonny","BRY","F","Inf Death",2014-03-09,"Natal","Alexandra",""
"5","B","Bryonny","BRY","F","Birth",NA,"L","","Bee"
"3","B","Bryonny","BRY","F","Female maturation",NA,"C","",""
"4","B","Bryonny","BRY","F","First Birth",NA,"L","","Beatrice"
"2","B","Bryonny","BRY","F","Independent",NA,"","",""
"1","unknown","Bubba","BUB","M","DOB",1998-07-04,"","",""
"N","M","Bubba","BUB","M","Cyst",2008-03-01,"","",""
"2","M","Bubba","BUB","M","START",2008-04-22,"Leader","",""
"3","M","Bubba","BUB","M","Takes over unit",2008-04-22,"Leader","",""
"4","M","Bubba","BUB","M","Overthrown",2010-01-01,"Former leader","",""
"6","M","Bubba","BUB","M","DIS",2011-02-20,"Former leader","",""
"5","M","Bubba","BUB","M","END",2011-02-20,"Former leader","",""
"1","B1","Bucket","BUC","F","DOB",2014-07-13,"Natal","Buffy",""
"2","B1","Bucket","BUC","F","START",2014-07-18,"","Buffy",""
"3","B1","Bucket","BUC","F","END",2015-12-26,"","",""
"2","B","Buffy","BUF","F","Independent",2008-05-17,"Natal","Barbara",""
"1","B","Buffy","BUF","F","DOB",2008-09-03,"Natal","Barbara","transfer from Keyser- get rid of Keyser in all documents?"
"3","B","Buffy","BUF","F","Takeover",2009-07-24,"","Barbara",""
"4","B1","Buffy","BUF","F","Fission",2009-11-01,"C","Barbara",""
"5","B1","Buffy","BUF","F","START",2011-12-30,"","Barbara",""
"6","B1","Buffy","BUF","F","Takeover",2013-04-05,"C","Barbara",""
"7","B1","Buffy","BUF","F","Female maturation",2013-04-17,"C","Barbara",""
"8","B1","Buffy","BUF","F","Conception",2014-01-11,"P","Barbara","Bucket"
"9","B1","Buffy","BUF","F","First Birth",2014-07-13,"L","Barbara","Bucket"
"11","B","Buffy","BUF","F","END",2015-12-26,"","Barbara",""
"10","B","Buffy","BUF","F","Independent",NA,"Natal","Barbara",""
"1","B1","Buggaboo","BUG","F","DOB",2010-05-12,"Natal","Birtha",""
"2","B1","Buggaboo","BUG","F","Independent",2011-08-16,"Natal","Birtha",""
"3","B1","Buggaboo","BUG","F","DOD",2011-12-10,"","Birtha",""
"5","B1","Buggaboo","BUG","F","END",2011-12-10,"","Birtha",""
"4","B1","Buggaboo","BUG","F","START",NA,"","Birtha",""
"1","AMG","Bulldog","BUL","M","START",2009-06-23,"Bachelor","",""
"2","B1","Bulldog","BUL","M","Fission",2009-07-24,"Follower","",""
"N","AMG","Bulldog","BUL","M","Cyst",2010-08-01,"","",""
"3","B1","Bulldog","BUL","M","DOD",2010-12-06,"Follower","",""
"5","B1","Bulldog","BUL","M","END",2010-12-06,"Follower","",""
"4","unknown","Bulldog","BUL","M","DOB",NA,"","",""
"1","unknown","Bumblebee","BUM","M","DOB",2001-04-19,"","",""
"2","G","Bumblebee","BUM","M","START",2010-02-25,"Leader","",""
"3","G","Bumblebee","BUM","M","Takes over unit",2010-02-25,"Leader","",""
"4","G","Bumblebee","BUM","M","END",2015-12-26,"","",""
"1","B","Buna","BUN","F","DOB",1998-12-01,"Natal","",""
"6","B","Buna","BUN","F","Birth",2004-12-15,"L","","Mandrill"
"7","B","Buna","BUN","F","START",2006-02-01,"L","","Mandrill"
"8","B","Buna","BUN","F","Takeover",2006-04-17,"L","","Mandrill"
"9","B","Buna","BUN","F","Wean (swell)",2006-05-17,"C","","Mandrill"
"10","B","Buna","BUN","F","Conception",2007-01-15,"P","","Kofi"
"11","B","Buna","BUN","F","Birth",2007-07-17,"L","","Kofi"
"12","B","Buna","BUN","F","Wean (swell)",2008-08-14,"C","","Kofi"
"13","B","Buna","BUN","F","Takeover",2009-07-24,"C","",""
"14","B1","Buna","BUN","F","Fission",2009-11-01,"C","",""
"15","B1","Buna","BUN","F","Conception",2010-02-14,"P","","Bianca"
"16","B1","Buna","BUN","F","Birth",2010-08-16,"L","","Bianca"
"17","B1","Buna","BUN","F","Takeover",2013-04-05,"L","",""
"18","B1","Buna","BUN","F","Conception",2014-03-18,"P","","Bajaj"
"19","B1","Buna","BUN","F","Birth",2014-09-14,"L","","Bajaj"
"20","B1","Buna","BUN","F","END",2015-12-26,"","",""
"3","B","Buna","BUN","F","Female maturation",NA,"C","",""
"4","B","Buna","BUN","F","First Birth",NA,"L","",""
"2","B","Buna","BUN","F","Independent",NA,"Natal","",""
"5","B","Buna","BUN","F","Wean (swell)",NA,"C","","Bianca"
"1","B1","Burpee","BUR","F","DOB",2014-06-01,"Natal","Barbara",""
"2","B1","Burpee","BUR","F","START",2014-07-01,"Natal","Barbara",""
"3","B1","Burpee","BUR","F","END",2015-04-29,"Natal","Barbara",""
"1","B1","Byork","BYO","F","DOB",2010-07-16,"Natal","Beatrice",""
"2","B1","Byork","BYO","F","START",2012-01-04,"Natal","Beatrice",""
"3","B1","Byork","BYO","F","Independent",2012-02-21,"Natal","Beatrice",""
"4","B1","Byork","BYO","F","Takeover",2013-04-05,"Natal","Beatrice",""
"5","B1","Byork","BYO","F","Female maturation",2015-04-14,"Natal","Beatrice",""
"6","B1","Byork","BYO","F","END",2015-12-26,"","Beatrice",""
"1","C3","Caesar","CAE","M","DOB",2013-01-29,"Natal","Cassie",""
"2","C3","Caesar","CAE","M","START",2013-01-29,"Natal","Cassie",""
"4","C3","Caesar","CAE","M","Fusion",2013-08-31,"Natal","Cassie",""
"3","C3","Caesar","CAE","M","Takeover",2013-08-31,"Natal","Cassie",""
"5","C3","Caesar","CAE","M","Takeover",2013-09-05,"Natal","Cassie",""
"6","C3","Caesar","CAE","M","Independent",2014-01-27,"Natal","Cassie",""
"7","C3","Caesar","CAE","M","END",2015-12-26,"","Cassie",""
"1","C3","Cag","CAG","M","DOB",2013-03-17,"Natal","Chuxi",""
"3","C3","Cag","CAG","M","Fusion",2013-08-31,"Natal","Chuxi",""
"2","C3","Cag","CAG","M","Takeover",2013-08-31,"Natal","Chuxi",""
"4","C3","Cag","CAG","M","Fission",2013-09-05,"Natal","Chuxi",""
"5","C3","Cag","CAG","M","Takeover",2013-09-05,"Natal","Chuxi",""
"6","C3","Cag","CAG","M","DOD",2013-09-16,"Natal","Chuxi",""
"7","C3","Cag","CAG","M","END",2013-09-16,"Natal","Chuxi",""
"1","C1","Caiperinha","CAI","F","DOB",2013-06-01,"Natal","Corona",""
"2","C1","Caiperinha","CAI","F","START",2013-06-01,"Natal","Corona",""
"5","C1","Caiperinha","CAI","F","Independent",2014-04-26,"Natal","Corona",""
"6","C5","Caiperinha","CAI","F","Fusion",2014-09-20,"Natal","Corona",""
"7","C5","Caiperinha","CAI","F","END",2015-12-26,"Natal","Corona",""
"1","C","Cake","CAK","F","DOB",2002-09-19,"Natal","",""
"3","C","Cake","CAK","F","Female maturation",2007-05-03,"C","",""
"4","C","Cake","CAK","F","START",2007-05-03,"C","",""
"5","C","Cake","CAK","F","Takeover",2008-01-29,"C","",""
"6","C1","Cake","CAK","F","Fission",2008-04-19,"C","",""
"7","C3","Cake","CAK","F","Fission",2008-05-27,"C","",""
